,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,class
87,0.769,https://api.spotify.com/v1/audio-analysis/4sUZyv9gxb6Sr0i67lHCmc,0.5,304754,0.682,4sUZyv9gxb6Sr0i67lHCmc,0.0,4,0.0946,-4.017,1,0.0694,207.04,4,https://api.spotify.com/v1/tracks/4sUZyv9gxb6Sr0i67lHCmc,audio_features,spotify:track:4sUZyv9gxb6Sr0i67lHCmc,0.461,1
88,0.787,https://api.spotify.com/v1/audio-analysis/3YE4ZAsp3T9z33T5sCFqZl,0.736,220678,0.658,3YE4ZAsp3T9z33T5sCFqZl,0.00012,4,0.114,-3.802,1,0.0262,99.043,4,https://api.spotify.com/v1/tracks/3YE4ZAsp3T9z33T5sCFqZl,audio_features,spotify:track:3YE4ZAsp3T9z33T5sCFqZl,0.719,1
89,0.136,https://api.spotify.com/v1/audio-analysis/25tYQ6Js4zWNPwLWmXpU4P,0.506,238598,0.463,25tYQ6Js4zWNPwLWmXpU4P,0.00014,0,0.137,-7.103,1,0.0302,125.089,4,https://api.spotify.com/v1/tracks/25tYQ6Js4zWNPwLWmXpU4P,audio_features,spotify:track:25tYQ6Js4zWNPwLWmXpU4P,0.289,1
90,0.0411,https://api.spotify.com/v1/audio-analysis/5IxzEYM9qUdMqsRCqvQCxd,0.321,236042,0.601,5IxzEYM9qUdMqsRCqvQCxd,0.0,9,0.525,-6.506,0,0.0545,97.714,5,https://api.spotify.com/v1/tracks/5IxzEYM9qUdMqsRCqvQCxd,audio_features,spotify:track:5IxzEYM9qUdMqsRCqvQCxd,0.362,1
91,0.568,https://api.spotify.com/v1/audio-analysis/2GTdQHIGs4Q7Kij7AFvQk3,0.687,203571,0.537,2GTdQHIGs4Q7Kij7AFvQk3,3.91e-06,4,0.0922,-4.313,1,0.0451,168.103,4,https://api.spotify.com/v1/tracks/2GTdQHIGs4Q7Kij7AFvQk3,audio_features,spotify:track:2GTdQHIGs4Q7Kij7AFvQk3,0.724,1
92,0.0492,https://api.spotify.com/v1/audio-analysis/7KcaLwt7MwfCGgqmdKiJUl,0.578,195440,0.676,7KcaLwt7MwfCGgqmdKiJUl,0.0,2,0.1,-6.536,1,0.05,117.913,4,https://api.spotify.com/v1/tracks/7KcaLwt7MwfCGgqmdKiJUl,audio_features,spotify:track:7KcaLwt7MwfCGgqmdKiJUl,0.54,1
93,0.00847,https://api.spotify.com/v1/audio-analysis/0GO8y8jQk1PkHzS31d699N,0.56,218013,0.936,0GO8y8jQk1PkHzS31d699N,0.0,3,0.161,-5.835,1,0.0439,112.96,4,https://api.spotify.com/v1/tracks/0GO8y8jQk1PkHzS31d699N,audio_features,spotify:track:0GO8y8jQk1PkHzS31d699N,0.371,1
94,0.0364,https://api.spotify.com/v1/audio-analysis/7JZzh5uLVSpPzp5IGtlph9,0.652,202093,0.791,7JZzh5uLVSpPzp5IGtlph9,0.0,7,0.0372,-4.957,1,0.0586,139.95,4,https://api.spotify.com/v1/tracks/7JZzh5uLVSpPzp5IGtlph9,audio_features,spotify:track:7JZzh5uLVSpPzp5IGtlph9,0.734,1
95,0.0777,https://api.spotify.com/v1/audio-analysis/52yC8pZMs3XELEqAp1BpHp,0.392,193429,0.718,52yC8pZMs3XELEqAp1BpHp,0.0,0,0.0848,-5.253,1,0.0401,117.433,4,https://api.spotify.com/v1/tracks/52yC8pZMs3XELEqAp1BpHp,audio_features,spotify:track:52yC8pZMs3XELEqAp1BpHp,0.49,1
96,0.64,https://api.spotify.com/v1/audio-analysis/15LzvCtoJWwsrTWJMWUTOv,0.644,216600,0.319,15LzvCtoJWwsrTWJMWUTOv,4.9e-05,6,0.149,-9.105,0,0.0362,114.038,4,https://api.spotify.com/v1/tracks/15LzvCtoJWwsrTWJMWUTOv,audio_features,spotify:track:15LzvCtoJWwsrTWJMWUTOv,0.0955,1
97,0.00146,https://api.spotify.com/v1/audio-analysis/5QJuMhGWTUB4t9BqR7ndL3,0.492,221360,0.666,5QJuMhGWTUB4t9BqR7ndL3,1.29e-06,2,0.104,-6.42,1,0.0317,125.042,4,https://api.spotify.com/v1/tracks/5QJuMhGWTUB4t9BqR7ndL3,audio_features,spotify:track:5QJuMhGWTUB4t9BqR7ndL3,0.26,1
98,0.000507,https://api.spotify.com/v1/audio-analysis/2etgPkuCToUE6atigggiDW,0.501,238133,0.72,2etgPkuCToUE6atigggiDW,0.237,7,0.0978,-8.27,1,0.0314,139.021,4,https://api.spotify.com/v1/tracks/2etgPkuCToUE6atigggiDW,audio_features,spotify:track:2etgPkuCToUE6atigggiDW,0.549,1
99,0.811,https://api.spotify.com/v1/audio-analysis/01i8MZrj2g3sBCSANII4DF,0.652,119413,0.401,01i8MZrj2g3sBCSANII4DF,0.000236,7,0.18,-10.671,1,0.031,101.239,3,https://api.spotify.com/v1/tracks/01i8MZrj2g3sBCSANII4DF,audio_features,spotify:track:01i8MZrj2g3sBCSANII4DF,0.48,1
0,0.025,https://api.spotify.com/v1/audio-analysis/2Fh8q3YYsCG0VlNeJ3rb2w,0.489,183723,0.898,2Fh8q3YYsCG0VlNeJ3rb2w,4.11e-06,5,0.255,-4.369,1,0.0365,164.032,4,https://api.spotify.com/v1/tracks/2Fh8q3YYsCG0VlNeJ3rb2w,audio_features,spotify:track:2Fh8q3YYsCG0VlNeJ3rb2w,0.763,0
1,0.00101,https://api.spotify.com/v1/audio-analysis/4YX7OBp0yoMwC6eZNNg5ky,0.563,180243,0.772,4YX7OBp0yoMwC6eZNNg5ky,1.95e-05,5,0.214,-6.737,1,0.0593,119.909,4,https://api.spotify.com/v1/tracks/4YX7OBp0yoMwC6eZNNg5ky,audio_features,spotify:track:4YX7OBp0yoMwC6eZNNg5ky,0.394,0
2,0.252,https://api.spotify.com/v1/audio-analysis/4Bzs0eTQVVJxBSz4ljzics,0.384,191187,0.446,4Bzs0eTQVVJxBSz4ljzics,0.0,11,0.185,-7.807,1,0.0299,180.181,3,https://api.spotify.com/v1/tracks/4Bzs0eTQVVJxBSz4ljzics,audio_features,spotify:track:4Bzs0eTQVVJxBSz4ljzics,0.399,0
3,0.0292,https://api.spotify.com/v1/audio-analysis/7Il2yWQmsqKgSkLQvHTPUI,0.474,195987,0.594,7Il2yWQmsqKgSkLQvHTPUI,0.0,11,0.133,-5.756,1,0.0289,86.131,4,https://api.spotify.com/v1/tracks/7Il2yWQmsqKgSkLQvHTPUI,audio_features,spotify:track:7Il2yWQmsqKgSkLQvHTPUI,0.503,0
4,0.00585,https://api.spotify.com/v1/audio-analysis/4gB7HrYHbJVJ5RFOjxmoq4,0.544,221800,0.781,4gB7HrYHbJVJ5RFOjxmoq4,0.0,6,0.191,-6.16,0,0.0311,144.075,4,https://api.spotify.com/v1/tracks/4gB7HrYHbJVJ5RFOjxmoq4,audio_features,spotify:track:4gB7HrYHbJVJ5RFOjxmoq4,0.527,0
5,0.201,https://api.spotify.com/v1/audio-analysis/3N2AIfVOq6NiTcWHIP4Oco,0.386,213024,0.799,3N2AIfVOq6NiTcWHIP4Oco,0.0,2,0.103,-3.789,1,0.0555,86.333,4,https://api.spotify.com/v1/tracks/3N2AIfVOq6NiTcWHIP4Oco,audio_features,spotify:track:3N2AIfVOq6NiTcWHIP4Oco,0.391,0
6,0.323,https://api.spotify.com/v1/audio-analysis/2u7Nm46dAujcAi5Rw79CJL,0.606,182493,0.652,2u7Nm46dAujcAi5Rw79CJL,0.0,9,0.201,-6.982,1,0.0281,97.155,4,https://api.spotify.com/v1/tracks/2u7Nm46dAujcAi5Rw79CJL,audio_features,spotify:track:2u7Nm46dAujcAi5Rw79CJL,0.476,0
7,0.143,https://api.spotify.com/v1/audio-analysis/2ZxTjs4EdJl4Y9YByIiNoo,0.375,196800,0.574,2ZxTjs4EdJl4Y9YByIiNoo,0.0,7,0.11,-5.305,1,0.0315,132.025,3,https://api.spotify.com/v1/tracks/2ZxTjs4EdJl4Y9YByIiNoo,audio_features,spotify:track:2ZxTjs4EdJl4Y9YByIiNoo,0.406,0
8,0.123,https://api.spotify.com/v1/audio-analysis/1Be8liECvEP5NYZjYvukbI,0.56,198467,0.679,1Be8liECvEP5NYZjYvukbI,2.46e-05,5,0.224,-4.527,1,0.0236,92.928,4,https://api.spotify.com/v1/tracks/1Be8liECvEP5NYZjYvukbI,audio_features,spotify:track:1Be8liECvEP5NYZjYvukbI,0.622,0
9,0.0441,https://api.spotify.com/v1/audio-analysis/3IPkbTA8KkdDXyWtGkfFXa,0.489,182693,0.9,3IPkbTA8KkdDXyWtGkfFXa,0.0,7,0.247,-3.563,1,0.0488,200.054,4,https://api.spotify.com/v1/tracks/3IPkbTA8KkdDXyWtGkfFXa,audio_features,spotify:track:3IPkbTA8KkdDXyWtGkfFXa,0.611,0
10,0.353,https://api.spotify.com/v1/audio-analysis/5H4YGepZNnPhnOHA9vZSEP,0.791,166787,0.715,5H4YGepZNnPhnOHA9vZSEP,0.0,7,0.115,-5.809,1,0.0377,112.027,4,https://api.spotify.com/v1/tracks/5H4YGepZNnPhnOHA9vZSEP,audio_features,spotify:track:5H4YGepZNnPhnOHA9vZSEP,0.593,0
11,0.107,https://api.spotify.com/v1/audio-analysis/7M1PQZeyqslVtY5ZiYBGLo,0.687,172534,0.75,7M1PQZeyqslVtY5ZiYBGLo,3.05e-06,11,0.161,-4.537,1,0.0965,98.987,4,https://api.spotify.com/v1/tracks/7M1PQZeyqslVtY5ZiYBGLo,audio_features,spotify:track:7M1PQZeyqslVtY5ZiYBGLo,0.911,0
12,0.0351,https://api.spotify.com/v1/audio-analysis/4EIW00kTdPSUDOJwkN80x5,0.588,183871,0.868,4EIW00kTdPSUDOJwkN80x5,0.0,10,0.118,-4.904,1,0.0384,92.021,4,https://api.spotify.com/v1/tracks/4EIW00kTdPSUDOJwkN80x5,audio_features,spotify:track:4EIW00kTdPSUDOJwkN80x5,0.559,0
13,0.496,https://api.spotify.com/v1/audio-analysis/6UsoV6X96Rox9mfxoz7SFy,0.846,197840,0.711,6UsoV6X96Rox9mfxoz7SFy,0.0,0,0.247,-7.939,1,0.061,120.013,4,https://api.spotify.com/v1/tracks/6UsoV6X96Rox9mfxoz7SFy,audio_features,spotify:track:6UsoV6X96Rox9mfxoz7SFy,0.883,0
14,0.368,https://api.spotify.com/v1/audio-analysis/2gVBXeTjwL0ZEh9gjsQjk0,0.494,211427,0.78,2gVBXeTjwL0ZEh9gjsQjk0,0.0,11,0.0921,-3.825,1,0.064,159.708,4,https://api.spotify.com/v1/tracks/2gVBXeTjwL0ZEh9gjsQjk0,audio_features,spotify:track:2gVBXeTjwL0ZEh9gjsQjk0,0.664,0
15,0.593,https://api.spotify.com/v1/audio-analysis/6usHXaTn54uwwozmH00d3X,0.725,184080,0.437,6usHXaTn54uwwozmH00d3X,0.0,6,0.0842,-9.602,1,0.0575,83.985,4,https://api.spotify.com/v1/tracks/6usHXaTn54uwwozmH00d3X,audio_features,spotify:track:6usHXaTn54uwwozmH00d3X,0.759,0
16,0.047,https://api.spotify.com/v1/audio-analysis/7iDa6hUg2VgEL1o1HjmfBn,0.643,163870,0.783,7iDa6hUg2VgEL1o1HjmfBn,0.0,10,0.083,-6.458,1,0.0856,154.084,4,https://api.spotify.com/v1/tracks/7iDa6hUg2VgEL1o1HjmfBn,audio_features,spotify:track:7iDa6hUg2VgEL1o1HjmfBn,0.579,0
17,0.265,https://api.spotify.com/v1/audio-analysis/1KTLLe980WR4RLKg74Ud6e,0.488,208653,0.637,1KTLLe980WR4RLKg74Ud6e,0.0,10,0.106,-7.63,1,0.0401,88.872,4,https://api.spotify.com/v1/tracks/1KTLLe980WR4RLKg74Ud6e,audio_features,spotify:track:1KTLLe980WR4RLKg74Ud6e,0.23,0
18,0.189,https://api.spotify.com/v1/audio-analysis/6QkObBYNxVVUYt4FSpnTqY,0.692,160107,0.692,6QkObBYNxVVUYt4FSpnTqY,0.0,2,0.0884,-6.065,1,0.0818,153.255,4,https://api.spotify.com/v1/tracks/6QkObBYNxVVUYt4FSpnTqY,audio_features,spotify:track:6QkObBYNxVVUYt4FSpnTqY,0.75,0
19,0.013,https://api.spotify.com/v1/audio-analysis/1mMLMZYXkMueg65jRRWG1l,0.551,240760,0.801,1mMLMZYXkMueg65jRRWG1l,6.03e-06,6,0.265,-5.069,1,0.0303,128.027,4,https://api.spotify.com/v1/tracks/1mMLMZYXkMueg65jRRWG1l,audio_features,spotify:track:1mMLMZYXkMueg65jRRWG1l,0.625,0
20,0.0896,https://api.spotify.com/v1/audio-analysis/7rdK9NSJIRBZAiXC0vuBS9,0.716,185707,0.718,7rdK9NSJIRBZAiXC0vuBS9,0.0,0,0.473,-5.355,1,0.0293,100.934,4,https://api.spotify.com/v1/tracks/7rdK9NSJIRBZAiXC0vuBS9,audio_features,spotify:track:7rdK9NSJIRBZAiXC0vuBS9,0.537,0
21,0.103,https://api.spotify.com/v1/audio-analysis/09ts3GnICqYEU5PkQCpJK3,0.707,278893,0.632,09ts3GnICqYEU5PkQCpJK3,1.09e-05,10,0.0841,-7.031,1,0.0789,97.04,4,https://api.spotify.com/v1/tracks/09ts3GnICqYEU5PkQCpJK3,audio_features,spotify:track:09ts3GnICqYEU5PkQCpJK3,0.372,0
22,0.00719,https://api.spotify.com/v1/audio-analysis/2BgunkkepMPFpArQj1Dx5s,0.564,160991,0.904,2BgunkkepMPFpArQj1Dx5s,0.0,7,0.528,-3.808,1,0.0582,124.102,4,https://api.spotify.com/v1/tracks/2BgunkkepMPFpArQj1Dx5s,audio_features,spotify:track:2BgunkkepMPFpArQj1Dx5s,0.637,0
23,0.161,https://api.spotify.com/v1/audio-analysis/2N2EoS0dVmkNT0tfI0OYUA,0.587,184156,0.863,2N2EoS0dVmkNT0tfI0OYUA,0.0,4,0.159,-4.803,1,0.04,160.167,4,https://api.spotify.com/v1/tracks/2N2EoS0dVmkNT0tfI0OYUA,audio_features,spotify:track:2N2EoS0dVmkNT0tfI0OYUA,0.537,0
24,0.00909,https://api.spotify.com/v1/audio-analysis/0TiyDTDc569zUUa9wyiRD7,0.543,178772,0.836,0TiyDTDc569zUUa9wyiRD7,0.0,6,0.162,-5.477,1,0.055,120.071,4,https://api.spotify.com/v1/tracks/0TiyDTDc569zUUa9wyiRD7,audio_features,spotify:track:0TiyDTDc569zUUa9wyiRD7,0.695,0
25,0.0285,https://api.spotify.com/v1/audio-analysis/2p2cCrOaNrIOLk5ArtlHy6,0.599,180302,0.931,2p2cCrOaNrIOLk5ArtlHy6,0.0,11,0.102,-3.662,1,0.0517,111.012,4,https://api.spotify.com/v1/tracks/2p2cCrOaNrIOLk5ArtlHy6,audio_features,spotify:track:2p2cCrOaNrIOLk5ArtlHy6,0.788,0
26,0.0106,https://api.spotify.com/v1/audio-analysis/5gfK6bZFaApxdSHsHXrwPD,0.501,175493,0.876,5gfK6bZFaApxdSHsHXrwPD,0.0,3,0.135,-4.792,1,0.0404,159.025,4,https://api.spotify.com/v1/tracks/5gfK6bZFaApxdSHsHXrwPD,audio_features,spotify:track:5gfK6bZFaApxdSHsHXrwPD,0.681,0
27,0.13,https://api.spotify.com/v1/audio-analysis/77a5Eu7lC3tG0Sukt2O91U,0.659,230013,0.902,77a5Eu7lC3tG0Sukt2O91U,9.45e-05,7,0.0574,-6.192,1,0.0296,124.985,4,https://api.spotify.com/v1/tracks/77a5Eu7lC3tG0Sukt2O91U,audio_features,spotify:track:77a5Eu7lC3tG0Sukt2O91U,0.809,0
28,0.302,https://api.spotify.com/v1/audio-analysis/0Is6MRHWKe7y2xIxDkvO6l,0.603,192920,0.625,0Is6MRHWKe7y2xIxDkvO6l,0.0,6,0.141,-6.563,1,0.0258,96.02,4,https://api.spotify.com/v1/tracks/0Is6MRHWKe7y2xIxDkvO6l,audio_features,spotify:track:0Is6MRHWKe7y2xIxDkvO6l,0.651,0
29,0.476,https://api.spotify.com/v1/audio-analysis/5slddJ629YcePvqD6Uyk8r,0.557,219600,0.571,5slddJ629YcePvqD6Uyk8r,0.00114,10,0.101,-8.106,1,0.0281,80.981,4,https://api.spotify.com/v1/tracks/5slddJ629YcePvqD6Uyk8r,audio_features,spotify:track:5slddJ629YcePvqD6Uyk8r,0.392,0
30,0.042,https://api.spotify.com/v1/audio-analysis/7AK5vh1cRnO3YxAjOjL4Yy,0.687,195418,0.625,7AK5vh1cRnO3YxAjOjL4Yy,0.0,1,0.151,-6.942,0,0.0284,104.027,4,https://api.spotify.com/v1/tracks/7AK5vh1cRnO3YxAjOjL4Yy,audio_features,spotify:track:7AK5vh1cRnO3YxAjOjL4Yy,0.866,0
31,0.143,https://api.spotify.com/v1/audio-analysis/1mJMD1VIQ7jWTP9DK2zmY0,0.492,212445,0.681,1mJMD1VIQ7jWTP9DK2zmY0,0.0,6,0.199,-7.038,1,0.075,178.01,4,https://api.spotify.com/v1/tracks/1mJMD1VIQ7jWTP9DK2zmY0,audio_features,spotify:track:1mJMD1VIQ7jWTP9DK2zmY0,0.511,0
32,0.00651,https://api.spotify.com/v1/audio-analysis/0wyja8xD9cNhDtfuY0dVMP,0.474,195667,0.583,0wyja8xD9cNhDtfuY0dVMP,0.0,4,0.128,-7.093,1,0.0469,148.051,4,https://api.spotify.com/v1/tracks/0wyja8xD9cNhDtfuY0dVMP,audio_features,spotify:track:0wyja8xD9cNhDtfuY0dVMP,0.366,0
33,0.0651,https://api.spotify.com/v1/audio-analysis/6CyJlVAEFlNdpggOLanytL,0.434,185440,0.831,6CyJlVAEFlNdpggOLanytL,0.0,8,0.119,-4.774,1,0.0453,156.034,4,https://api.spotify.com/v1/tracks/6CyJlVAEFlNdpggOLanytL,audio_features,spotify:track:6CyJlVAEFlNdpggOLanytL,0.596,0
34,0.0362,https://api.spotify.com/v1/audio-analysis/6LF5IVPG7xBcvPgI6Bfcsl,0.597,149293,0.721,6LF5IVPG7xBcvPgI6Bfcsl,0.0,9,0.0832,-6.422,1,0.0356,132.054,4,https://api.spotify.com/v1/tracks/6LF5IVPG7xBcvPgI6Bfcsl,audio_features,spotify:track:6LF5IVPG7xBcvPgI6Bfcsl,0.437,0
35,0.144,https://api.spotify.com/v1/audio-analysis/2Nc8Imt04W3ZmcBF8dPQKc,0.631,227573,0.658,2Nc8Imt04W3ZmcBF8dPQKc,0.0,5,0.22,-5.313,1,0.0281,80.996,4,https://api.spotify.com/v1/tracks/2Nc8Imt04W3ZmcBF8dPQKc,audio_features,spotify:track:2Nc8Imt04W3ZmcBF8dPQKc,0.7,0
36,0.456,https://api.spotify.com/v1/audio-analysis/7uVkYr8gxcPEgqohvynpdN,0.51,199436,0.386,7uVkYr8gxcPEgqohvynpdN,0.0,1,0.252,-8.391,1,0.0307,86.36,4,https://api.spotify.com/v1/tracks/7uVkYr8gxcPEgqohvynpdN,audio_features,spotify:track:7uVkYr8gxcPEgqohvynpdN,0.266,0
37,0.0913,https://api.spotify.com/v1/audio-analysis/3LhzpgimYSZhTx5KuchwVX,0.59,196240,0.881,3LhzpgimYSZhTx5KuchwVX,0.0,6,0.157,-2.898,1,0.0349,129.928,4,https://api.spotify.com/v1/tracks/3LhzpgimYSZhTx5KuchwVX,audio_features,spotify:track:3LhzpgimYSZhTx5KuchwVX,0.734,0
38,0.081,https://api.spotify.com/v1/audio-analysis/1dbRZljBhUrIFrpLTXOXqq,0.49,170440,0.88,1dbRZljBhUrIFrpLTXOXqq,0.0,7,0.103,-5.185,1,0.0731,91.93,4,https://api.spotify.com/v1/tracks/1dbRZljBhUrIFrpLTXOXqq,audio_features,spotify:track:1dbRZljBhUrIFrpLTXOXqq,0.493,0
39,0.032,https://api.spotify.com/v1/audio-analysis/30MM5jWpUmOxtTNd9Ey5LZ,0.663,157080,0.738,30MM5jWpUmOxtTNd9Ey5LZ,0.000225,7,0.0856,-5.48,1,0.0303,130.02,4,https://api.spotify.com/v1/tracks/30MM5jWpUmOxtTNd9Ey5LZ,audio_features,spotify:track:30MM5jWpUmOxtTNd9Ey5LZ,0.825,0
40,0.122,https://api.spotify.com/v1/audio-analysis/3I7krC8kr0gFR7P6vInR1I,0.549,234306,0.751,3I7krC8kr0gFR7P6vInR1I,0.0,9,0.208,-5.423,1,0.0299,89.953,4,https://api.spotify.com/v1/tracks/3I7krC8kr0gFR7P6vInR1I,audio_features,spotify:track:3I7krC8kr0gFR7P6vInR1I,0.493,0
41,0.023,https://api.spotify.com/v1/audio-analysis/3yHTTHbT058Ow0favhZO38,0.526,184173,0.85,3yHTTHbT058Ow0favhZO38,0.0,10,0.0948,-4.47,0,0.0313,141.973,4,https://api.spotify.com/v1/tracks/3yHTTHbT058Ow0favhZO38,audio_features,spotify:track:3yHTTHbT058Ow0favhZO38,0.338,0
42,0.189,https://api.spotify.com/v1/audio-analysis/5Zx1zVpDJsNgyY3HvNfsfC,0.557,171493,0.807,5Zx1zVpDJsNgyY3HvNfsfC,0.0,7,0.234,-5.428,1,0.0825,81.045,4,https://api.spotify.com/v1/tracks/5Zx1zVpDJsNgyY3HvNfsfC,audio_features,spotify:track:5Zx1zVpDJsNgyY3HvNfsfC,0.578,0
43,0.204,https://api.spotify.com/v1/audio-analysis/6W4DY8jGf8POlFsMQhR2E6,0.617,253084,0.482,6W4DY8jGf8POlFsMQhR2E6,0.0,0,0.216,-5.121,1,0.0322,81.73,4,https://api.spotify.com/v1/tracks/6W4DY8jGf8POlFsMQhR2E6,audio_features,spotify:track:6W4DY8jGf8POlFsMQhR2E6,0.508,0
44,0.00766,https://api.spotify.com/v1/audio-analysis/0ya80Qhw7hgeJp2L6zvxcj,0.636,207053,0.784,0ya80Qhw7hgeJp2L6zvxcj,1.07e-05,2,0.0806,-6.01,1,0.0454,96.996,4,https://api.spotify.com/v1/tracks/0ya80Qhw7hgeJp2L6zvxcj,audio_features,spotify:track:0ya80Qhw7hgeJp2L6zvxcj,0.613,0
45,0.196,https://api.spotify.com/v1/audio-analysis/3T6MAweakkNrMYs8jZIWtg,0.582,207187,0.568,3T6MAweakkNrMYs8jZIWtg,0.0,1,0.0841,-6.051,1,0.0297,76.025,4,https://api.spotify.com/v1/tracks/3T6MAweakkNrMYs8jZIWtg,audio_features,spotify:track:3T6MAweakkNrMYs8jZIWtg,0.64,0
46,0.113,https://api.spotify.com/v1/audio-analysis/0OWZFobGSIW9GrSlQ9C5pc,0.588,205453,0.408,0OWZFobGSIW9GrSlQ9C5pc,0.0,3,0.13,-8.662,1,0.0237,85.008,4,https://api.spotify.com/v1/tracks/0OWZFobGSIW9GrSlQ9C5pc,audio_features,spotify:track:0OWZFobGSIW9GrSlQ9C5pc,0.484,0
47,0.102,https://api.spotify.com/v1/audio-analysis/52K3RIVDetSuZPzcTmIVoY,0.603,188013,0.872,52K3RIVDetSuZPzcTmIVoY,0.0,6,0.0505,-3.563,1,0.0487,94.008,4,https://api.spotify.com/v1/tracks/52K3RIVDetSuZPzcTmIVoY,audio_features,spotify:track:52K3RIVDetSuZPzcTmIVoY,0.594,0
48,0.263,https://api.spotify.com/v1/audio-analysis/1HXy5I3HTWq8OvxCn0z7G7,0.677,179507,0.556,1HXy5I3HTWq8OvxCn0z7G7,0.0,9,0.105,-6.544,1,0.0306,80.009,4,https://api.spotify.com/v1/tracks/1HXy5I3HTWq8OvxCn0z7G7,audio_features,spotify:track:1HXy5I3HTWq8OvxCn0z7G7,0.521,0
49,0.54,https://api.spotify.com/v1/audio-analysis/4pYd8dIohiqc3KsxSRqf0w,0.504,216993,0.472,4pYd8dIohiqc3KsxSRqf0w,0.0,9,0.306,-6.925,1,0.0404,73.521,4,https://api.spotify.com/v1/tracks/4pYd8dIohiqc3KsxSRqf0w,audio_features,spotify:track:4pYd8dIohiqc3KsxSRqf0w,0.313,0
50,0.119,https://api.spotify.com/v1/audio-analysis/6RSNKGdv3nDTHqgw4bdzyF,0.555,216960,0.722,6RSNKGdv3nDTHqgw4bdzyF,0.0,11,0.0861,-6.005,1,0.034,134.058,4,https://api.spotify.com/v1/tracks/6RSNKGdv3nDTHqgw4bdzyF,audio_features,spotify:track:6RSNKGdv3nDTHqgw4bdzyF,0.559,0
51,0.147,https://api.spotify.com/v1/audio-analysis/10Igtw8bSDyyFs7KIsKngZ,0.755,216632,0.599,10Igtw8bSDyyFs7KIsKngZ,0.0,8,0.109,-5.042,1,0.224,133.123,4,https://api.spotify.com/v1/tracks/10Igtw8bSDyyFs7KIsKngZ,audio_features,spotify:track:10Igtw8bSDyyFs7KIsKngZ,0.755,0
